,availability,location,size,total_sqft,bath,price
2012,0,Haralur Road,3,1176.5,3.0,112.0
2013,1,Harlur,2,763.1,2.0,69.0
2014,1,Harlur,2,837.9,2.0,84.0
2015,1,Harlur,2,763.1,2.0,76.0
2016,1,Harlur,3,1140.1000000000001,3.0,125.0
2017,1,Harlur,2,838.5,2.0,85.0
2018,1,Harlur,3,1138.878,3.0,116.0
2019,1,Harlur,3,1140.1000000000001,3.0,124.0
2020,1,Harlur,2,748.8000000000001,2.0,69.0
2021,1,Harlur,2,838.5,2.0,87.0
2022,1,Harlur,3,1136.8500000000001,3.0,115.0
2025,1,Harlur,2,778.0500000000001,2.0,79.0
2026,1,Harlur,2,763.1,2.0,78.0
2028,0,Harlur,2,778.0500000000001,2.0,79.0
2030,1,Harlur,2,763.1,2.0,75.0
2031,1,Harlur,3,1053.0,3.0,110.0
2034,1,Harlur,3,1141.4,3.0,131.0
2035,1,Harlur,3,1140.75,3.0,130.0
2036,1,Harlur,2,865.15,2.0,88.0
2037,1,Harlur,3,1141.4,3.0,128.0
2038,1,Harlur,3,1136.8500000000001,3.0,120.0
2039,1,Harlur,2,837.9,2.0,82.0
2040,1,Harlur,2,846.95,2.0,90.0
2041,1,Harlur,2,763.1,2.0,75.0
2042,1,Harlur,2,778.0500000000001,2.0,78.0
2043,1,Harlur,2,838.5,2.0,89.9
2044,0,Harlur,2,900.9,2.0,85.0
2045,1,Harlur,2,763.1,2.0,74.0
2046,1,Harlur,2,763.1,2.0,78.0
2047,1,Harlur,3,1140.75,3.0,115.0
2050,1,Harlur,2,778.0500000000001,2.0,77.0
2051,1,Harlur,3,1138.878,3.0,125.0
2052,1,Harlur,2,778.0500000000001,2.0,76.0
2053,1,Harlur,2,778.0500000000001,2.0,75.0
2054,1,Harlur,3,1140.75,3.0,117.0
2055,1,Harlur,2,778.0500000000001,2.0,79.9
2056,1,Harlur,2,958.9999999999999,2.0,88.0
2057,1,Harlur,2,867.75,2.0,72.76
2058,1,Hebbal,3,1144.0,2.0,123.0
2061,1,Hebbal,2,876.85,2.0,98.2
2062,0,Hebbal,3,1144.0,2.0,130.0
2063,0,Hebbal,3,1248.0,3.0,134.0
2064,0,Hebbal,2,869.0500000000001,2.0,82.0
2065,1,Hebbal,2,876.85,2.0,98.0
2066,0,Hebbal,3,1163.5,3.0,127.0
2067,1,Hebbal,2,702.0,2.0,54.0
2071,1,Hebbal,2,923.0,2.0,123.0
2072,1,Hebbal,2,923.0,2.0,99.39
2074,0,Hebbal,3,1105.0,3.0,124.0
2075,0,Hebbal,2,923.0,2.0,99.39
2076,0,Hebbal,2,936.0,2.0,115.0
2077,1,Hebbal,3,1560.0,4.0,180.0
2078,0,Hebbal,2,993.9999999999999,2.0,107.0
2079,0,Hebbal,2,858.0,2.0,92.0
2080,1,Hebbal,2,643.3,2.0,49.0
2081,0,Hebbal,3,1069.25,3.0,135.0
2082,1,Hebbal,3,1352.0,3.0,175.0
2083,0,Hebbal,3,1690.0,3.0,195.0
2084,0,Hebbal,3,1069.25,3.0,117.0
2085,0,Hebbal,2,813.15,2.0,88.73
2086,0,Hebbal,3,1069.25,3.0,121.0
2087,1,Hebbal,3,1144.0,3.0,123.0
2089,0,Hebbal,3,1069.25,3.0,120.0
2090,0,Hebbal,3,1069.25,3.0,117.0
2092,0,Hebbal,3,1063.4,3.0,119.0
2094,0,Hebbal,2,707.2,2.0,61.45
2095,1,Hebbal,2,876.85,2.0,97.8
2096,1,Hebbal,2,873.6,2.0,108.0
2097,0,Hebbal,2,707.2,2.0,62.0
2098,1,Hebbal,3,1291.55,4.0,165.0
2099,1,Hebbal,2,909.3,2.0,100.0
2100,1,Hebbal,2,780.0,2.0,60.0
2101,0,Hebbal,3,1069.25,3.0,117.0
2102,1,Hebbal,2,903.5,2.0,95.0
2103,1,Hebbal,2,866.45,2.0,100.0
2104,1,Hebbal,3,1722.5,4.0,199.0
2105,1,Hebbal,3,1170.0,3.0,140.0
2108,1,Hebbal,2,933.0999999999999,2.0,104.0
2109,0,Hebbal,3,1069.25,3.0,117.0
2110,0,Hebbal,3,1690.0,3.0,199.0
2111,1,Hebbal,2,874.25,2.0,97.0
2112,0,Hebbal,2,640.25,2.0,62.0
2113,0,Hebbal,2,858.0,2.0,91.0
2114,1,Hebbal,3,1552.2,3.0,195.0
2115,1,Hebbal,2,676.0,2.0,55.0
2116,0,Hebbal,3,1690.0,3.0,195.0
2117,0,Hebbal,3,1069.25,3.0,113.0
2118,1,Hebbal,2,923.0,2.0,99.39
2120,0,Hebbal,2,755.3000000000001,2.0,69.0
2121,1,Hebbal,2,770.0,2.0,60.0
2122,1,Hebbal,2,844.35,2.0,97.0
2123,0,Hebbal,3,1069.25,3.0,117.0
2124,0,Hebbal,3,1248.0,3.0,134.0
2125,0,Hebbal,3,1248.0,3.0,150.0
2126,1,Hebbal,4,1543.75,4.0,189.0
2127,0,Hebbal,2,923.0,2.0,99.26
2128,0,Hebbal,2,813.8000000000001,2.0,92.0
2130,0,Hebbal,2,755.3000000000001,2.0,59.0
2131,1,Hebbal,3,1131.0,2.0,137.0
2133,1,Hebbal,2,876.85,2.0,98.0
2134,1,Hebbal,2,876.85,2.0,96.8
2135,1,Hebbal Kempapura,3,1105.0,3.0,155.0
2136,1,Hebbal Kempapura,3,1170.0,3.0,175.0
2140,1,Hebbal Kempapura,2,909.9999999999999,2.0,102.0
2141,1,Hebbal Kempapura,3,952.9,2.0,140.0
2142,1,Hebbal Kempapura,3,1207.5,2.0,165.0
2144,1,Hebbal Kempapura,2,965.25,3.0,132.0
2145,1,Hebbal Kempapura,2,910.0,2.0,108.0
2146,1,Hebbal Kempapura,3,1170.0,3.0,150.0
2147,1,Hebbal Kempapura,3,1249.5,3.0,165.0
2149,1,Hebbal Kempapura,3,1040.0,3.0,170.0
2150,1,Hebbal Kempapura,3,1124.5,3.0,175.0
2152,1,Hegde Nagar,3,1019.85,3.0,101.0
2153,1,Hegde Nagar,3,1316.9,3.0,132.0
2154,1,Hegde Nagar,3,1170.65,3.0,115.0
2155,1,Hegde Nagar,2,630.0,1.0,56.0
2156,1,Hegde Nagar,2,871.65,2.0,97.0
2157,1,Hegde Nagar,3,1373.4175,4.0,145.0
2158,1,Hegde Nagar,3,1106.95,3.0,113.0
2159,1,Hegde Nagar,3,1020.5,3.0,105.0
2160,1,Hegde Nagar,3,1170.65,3.0,140.0
2161,1,Hegde Nagar,3,1029.6065,3.0,103.0
2162,1,Hegde Nagar,3,1277.25,4.0,125.0
2163,1,Hegde Nagar,2,720.0,2.0,75.0
2164,1,Hegde Nagar,3,1200.55,3.0,135.0
2165,1,Hegde Nagar,3,1277.25,4.0,132.0
2166,1,Hegde Nagar,3,1106.95,3.0,125.0
2167,1,Hegde Nagar,3,1200.55,3.0,125.0
2168,1,Hegde Nagar,3,1393.99,4.0,145.0
2169,1,Hegde Nagar,3,1116.7,3.0,119.0
2170,1,Hegde Nagar,3,1200.55,3.0,123.0
2171,1,Hegde Nagar,2,871.0,2.0,72.0
2172,0,Hegde Nagar,3,1356.5565000000001,3.0,115.0
2173,0,Hegde Nagar,3,1106.95,3.0,130.0
2174,1,Hegde Nagar,3,1356.5565000000001,4.0,135.0
2175,1,Hegde Nagar,3,1116.7,3.0,130.0
2176,1,Hegde Nagar,3,1224.6000000000001,4.0,118.0
2177,1,Hegde Nagar,3,1254.5,4.0,122.0
2178,1,Hegde Nagar,3,1029.6065,3.0,104.0
2179,1,Hegde Nagar,3,1405.3195000000003,4.0,129.0
2180,1,Hegde Nagar,3,1356.5565000000001,4.0,160.0
2181,1,Hegde Nagar,2,600.0,2.0,66.0
2182,1,Hegde Nagar,3,943.5999999999999,2.0,80.5
2183,1,Hennur,2,698.75,2.0,52.0
2184,1,Hennur,2,815.75,2.0,52.32
2185,1,Hennur,2,796.25,2.0,57.0
2186,1,Hennur,2,815.75,2.0,57.5
2187,1,Hennur,2,818.35,2.0,57.0
2188,1,Hennur,2,815.75,2.0,53.5
2189,1,Hennur,2,835.25,2.0,60.0
2190,1,Hennur,2,835.25,2.0,60.0
2191,1,Hennur,2,770.0,2.0,60.0
2192,1,Hennur,2,815.75,2.0,58.0
2193,1,Hennur,2,676.0,2.0,42.12
2194,1,Hennur,2,815.75,2.0,54.5
2195,1,Hennur,2,815.75,2.0,55.5
2196,1,Hennur,2,800.15,2.0,50.0
2197,1,Hennur,2,754.0,2.0,49.0
2198,1,Hennur,2,815.75,2.0,53.5
2199,1,Hennur,2,815.75,2.0,55.5
2200,1,Hennur,2,715.0,2.0,44.55
2201,1,Hennur,2,815.75,2.0,57.5
2202,1,Hennur,2,624.0,2.0,48.0
2203,1,Hennur,2,663.0,2.0,48.0
2204,1,Hennur,2,815.75,2.0,52.32
2205,1,Hennur,2,841.75,2.0,64.0
2206,1,Hennur,3,1257.75,3.0,102.0
2208,1,Hennur,2,815.75,2.0,58.0
2209,1,Hennur,2,993.9999999999999,2.0,62.0
2210,1,Hennur,2,750.75,2.0,54.5
2211,1,Hennur,2,815.75,2.0,52.32
2212,1,Hennur,2,815.75,2.0,52.35
2213,1,Hennur,2,815.75,2.0,54.5
2214,0,Hennur,3,1189.825,3.0,84.205
2215,1,Hennur,2,815.75,2.0,55.5
2216,1,Hennur,2,815.75,2.0,53.57
2217,1,Hennur,2,815.75,2.0,56.5
2218,1,Hennur,2,841.75,2.0,62.0
2219,1,Hennur Road,3,1357.8500000000001,3.0,140.0
2220,1,Hennur Road,2,900.25,2.0,83.09
2221,0,Hennur Road,2,856.375,2.0,63.77
2222,0,Hennur Road,3,1584.8,3.0,159.0
2223,1,Hennur Road,2,809.9,2.0,84.0
2224,1,Hennur Road,3,1237.6000000000001,3.0,120.0
2225,1,Hennur Road,3,1229.15,3.0,109.0
2226,0,Hennur Road,3,1014.6500000000001,3.0,95.0
2227,0,Hennur Road,3,963.3000000000001,2.0,92.0
2228,0,Hennur Road,3,963.3000000000001,2.0,83.73
2229,0,Hennur Road,3,963.3000000000001,2.0,87.0
2230,1,Hennur Road,3,1106.95,3.0,101.0
2231,0,Hennur Road,2,800.8000000000001,2.0,69.61
2232,1,Hennur Road,2,641.5500000000001,2.0,49.0
2233,0,Hennur Road,3,1172.6000000000001,3.0,102.0
2234,1,Hennur Road,3,1512.0,3.0,160.0
2235,1,Hennur Road,3,1092.0,3.0,99.27
2236,1,Hennur Road,2,900.25,2.0,83.09
2237,1,Hennur Road,3,1030.9,3.0,93.94
2238,1,Hennur Road,3,1283.75,3.0,123.0
2239,1,Hennur Road,3,939.25,3.0,86.56
2240,0,Hennur Road,3,963.3000000000001,2.0,97.0
2241,0,Hennur Road,2,673.4,2.0,59.46
2242,1,Hennur Road,3,1229.15,3.0,109.0
2243,0,Hennur Road,2,800.8000000000001,2.0,69.61
2244,0,Hennur Road,3,1172.6000000000001,3.0,102.0
2245,1,Hennur Road,3,1258.4,3.0,118.0
2246,0,Hennur Road,3,1033.5,3.0,96.5
2247,0,Hennur Road,3,1011.4999999999999,2.0,105.0
2248,0,Hennur Road,2,673.4,2.0,59.45
2249,1,Hennur Road,3,1190.8,3.0,125.0
2250,0,Hennur Road,2,871.65,2.0,75.76
2251,0,Hennur Road,2,676.0,2.0,50.0
2252,1,Hennur Road,3,1095.25,3.0,95.0
2253,1,Hennur Road,2,919.1,2.0,84.18
2254,1,Hennur Road,3,1266.8500000000001,3.0,133.0
2256,0,Hennur Road,2,800.8000000000001,2.0,74.0
2257,0,Hennur Road,2,800.8000000000001,2.0,66.0
2258,0,Hennur Road,3,1620.0,3.0,150.0
2259,1,Hennur Road,2,851.5,2.0,66.0
2261,1,Hennur Road,3,1301.3,3.0,120.0
2262,0,Hennur Road,2,800.8000000000001,2.0,69.6
2263,0,Hennur Road,2,776.75,2.0,73.0
2264,1,Hennur Road,2,663.0,2.0,47.0
2265,1,Hennur Road,2,689.65,2.0,54.92
2267,1,Hennur Road,3,1326.65,3.0,128.0
2268,1,Hennur Road,2,632.45,2.0,56.0
2269,1,Hennur Road,2,878.5,2.0,84.0
2270,0,Hennur Road,2,800.8000000000001,2.0,83.0
2271,1,Hennur Road,3,1190.8,3.0,116.0
2272,1,Hennur Road,3,1332.5,3.0,120.0
2273,1,Hennur Road,3,939.25,2.0,86.69
2274,0,Hennur Road,3,939.25,2.0,83.0
2275,0,Hennur Road,3,1091.3500000000001,3.0,94.86
2277,1,Hennur Road,3,1075.1000000000001,3.0,97.8
2278,0,Hennur Road,3,962.0,3.0,100.0
2279,0,Hennur Road,3,942.5,3.0,88.6
2280,1,Hennur Road,2,750.75,2.0,69.18
2281,1,Hennur Road,2,684.45,2.0,53.0
2282,1,Hennur Road,2,776.75,2.0,59.0
2283,1,Hennur Road,3,1237.6000000000001,3.0,129.0
2284,1,Hennur Road,3,1287.65,3.0,134.0
2285,1,Hennur Road,2,750.75,2.0,69.18
2286,0,Hennur Road,3,1033.5,3.0,105.0
2287,1,Hennur Road,3,1326.65,3.0,138.0
2288,0,Hennur Road,2,800.8000000000001,2.0,69.61
2289,1,Hennur Road,3,1136.2,3.0,103.0
2290,1,Hennur Road,2,1021.9999999999999,2.0,80.3
2292,0,Hennur Road,2,800.8000000000001,2.0,69.61
2294,1,Hennur Road,3,939.25,2.0,89.56
2295,1,Hennur Road,2,632.45,2.0,50.74
2296,0,Hennur Road,3,963.3000000000001,2.0,83.73
2298,0,Hennur Road,2,757.25,2.0,67.0
2299,1,Hennur Road,2,637.0,2.0,51.0
2300,0,Hennur Road,2,800.8000000000001,2.0,80.0
2301,1,Hennur Road,2,617.5,2.0,55.0
2302,1,Hennur Road,2,741.0,2.0,56.0
2303,1,Hennur Road,3,1229.15,3.0,110.0
2305,1,Hennur Road,2,1014.9999999999999,2.0,80.0
2306,1,Hennur Road,2,750.75,2.0,69.18
2307,1,Hennur Road,3,1258.4,3.0,131.0
2308,1,Hoodi,2,689.5,2.0,67.0
2309,1,Hoodi,3,1114.75,2.0,95.0
2311,1,Hoodi,2,997.4999999999999,2.0,80.0
2312,1,Hoodi,2,923.0,2.0,75.0
2313,0,Hoodi,3,1065.3500000000001,3.0,110.0
2314,1,Hoodi,3,1043.9,3.0,89.55
2315,0,Hoodi,3,1065.3500000000001,3.0,98.32
2319,0,Hoodi,2,666.9,2.0,60.87
2320,1,Hoodi,2,682.5,2.0,50.0
2321,1,Hoodi,2,910.0,2.0,78.0
2322,0,Hoodi,2,777.4,2.0,71.74
2324,1,Hoodi,2,1050.0,2.0,84.0
2325,0,Hoodi,2,685.75,2.0,57.63
2326,1,Hoodi,3,1251.25,2.0,114.0
2327,1,Hoodi,2,910.0,2.0,82.0
2329,0,Hoodi,1,458.90000000000003,1.0,48.24
2330,1,Hoodi,2,817.0500000000001,2.0,69.0
2331,0,Hoodi,2,735.8000000000001,2.0,67.9
2332,1,Hoodi,3,1251.25,3.0,110.0
2334,1,Hoodi,2,817.0500000000001,2.0,71.03
2335,1,Hoodi,2,848.25,2.0,75.0
2337,1,Hoodi,2,868.0,2.0,65.0
2339,0,Hoodi,2,720.2,2.0,74.23
2340,1,Hoodi,2,817.0500000000001,2.0,68.5
2341,0,Hoodi,2,690.95,2.0,61.17
2342,1,Hoodi,2,818.35,2.0,69.45
2343,0,Hoodi,1,462.15000000000003,1.0,42.65
2345,0,Hoodi,1,560.95,1.0,40.55
2346,1,Hoodi,3,1114.75,2.0,100.0
2348,0,Hoodi,2,940.5500000000001,3.0,76.0
2349,1,Hoodi,3,1393.6000000000001,3.0,140.0
2350,0,Hoodi,2,720.2,2.0,66.46
2352,0,Hoodi,3,1194.05,3.0,110.0
2355,1,Hoodi,2,767.65,2.0,55.0
2357,0,Hoodi,2,818.025,2.0,59.135
2358,1,Horamavu Agara,2,780.0,2.0,45.0
2359,1,Horamavu Agara,2,687.4,2.0,47.65
2360,1,Horamavu Agara,3,1072.5,2.0,75.0
2361,0,Horamavu Agara,2,617.5,2.0,39.0
2362,1,Horamavu Agara,2,774.1999999999999,2.0,43.09
2363,0,Horamavu Agara,2,701.35,2.0,41.0
2364,1,Horamavu Agara,2,689.0,2.0,37.0
2365,1,Horamavu Agara,2,720.0894999999999,2.0,41.51
2366,1,Horamavu Agara,2,686.0,2.0,38.19
2367,1,Horamavu Agara,2,744.25,2.0,41.21
2368,1,Horamavu Agara,2,650.0,2.0,46.0
2369,1,Horamavu Agara,2,747.5,2.0,42.0
2370,1,Horamavu Agara,1,406.25,1.0,27.0
2371,0,Horamavu Agara,2,646.1,2.0,42.28
2372,1,Horamavu Agara,2,720.0894999999999,2.0,41.51
2373,0,Horamavu Agara,2,708.5,2.0,46.0
2374,1,Horamavu Agara,3,979.9999999999999,3.0,63.0
2375,1,Horamavu Agara,3,1012.0500000000001,3.0,70.0
2376,0,Horamavu Agara,2,687.7,2.0,47.0
2377,0,Horamavu Banaswadi,3,1047.15,3.0,66.0
2378,1,Horamavu Banaswadi,2,751.4,2.0,46.0
2379,1,Horamavu Banaswadi,2,849.5500000000001,2.0,51.6
2380,1,Horamavu Banaswadi,2,882.0500000000001,2.0,54.0
2381,1,Horamavu Banaswadi,2,601.25,2.0,38.0
2382,1,Horamavu Banaswadi,2,826.8000000000001,2.0,48.0
2383,1,Horamavu Banaswadi,2,796.25,2.0,49.5
2384,1,Horamavu Banaswadi,2,826.8000000000001,2.0,51.5
2385,1,Horamavu Banaswadi,2,826.8000000000001,2.0,51.5
2386,1,Horamavu Banaswadi,2,751.4,2.0,46.9
2387,1,Horamavu Banaswadi,2,780.0,2.0,45.0
2388,1,Horamavu Banaswadi,2,815.1,2.0,47.0
2389,1,Horamavu Banaswadi,3,1046.5,3.0,68.0
2390,1,Horamavu Banaswadi,2,786.5,2.0,50.0
2391,1,Horamavu Banaswadi,2,882.0500000000001,2.0,54.0
2392,1,Horamavu Banaswadi,2,826.8000000000001,2.0,50.0
2393,1,Horamavu Banaswadi,2,780.0,2.0,45.0
2394,1,Horamavu Banaswadi,2,666.25,2.0,45.0
2395,1,Horamavu Banaswadi,2,756.6999999999999,2.0,52.0
2396,1,Hormavu,2,975.0,2.0,78.0
2397,1,Hormavu,2,747.5,2.0,55.0
2398,1,Hormavu,2,826.0,2.0,50.0
2399,1,Hormavu,2,720.0,2.0,67.0
2400,1,Hormavu,2,763.75,2.0,52.0
2401,1,Hormavu,1,878.15,2.0,53.0
2402,1,Hormavu,2,741.65,2.0,44.4
2403,0,Hormavu,2,734.5,2.0,42.3
2404,1,Hormavu,3,975.0,3.0,70.0
2406,1,Hormavu,2,749.45,2.0,65.0
2407,1,Hormavu,2,805.0,2.0,53.11
2408,1,Hormavu,2,729.95,2.0,56.0
2409,1,Hormavu,3,900.25,2.0,69.0
2411,1,Hormavu,2,669.5,2.0,49.35
2412,1,Hormavu,2,661.7,2.0,50.8
2413,1,Hormavu,3,1010.75,3.0,75.0
2414,1,Hormavu,2,742.95,2.0,53.0
2415,1,Hormavu,2,715.0,2.0,38.0
2416,1,Hormavu,2,700.0,2.0,50.0
2417,1,Hormavu,2,877.5,2.0,45.0
2418,1,Hormavu,2,780.0,2.0,68.0
2420,1,Hormavu,2,780.0,2.0,68.0
2422,1,Hormavu,2,702.975,2.0,38.665
2423,1,Hormavu,2,812.5,2.0,60.0
2424,1,Hormavu,2,627.25,2.0,37.15
2425,1,Hormavu,2,733.85,2.0,44.0
2426,1,Hormavu,3,900.25,2.0,69.25
2427,1,Hormavu,2,757.25,2.0,40.0
2428,1,Hormavu,2,692.25,2.0,50.92
2429,1,Hormavu,2,679.9,2.0,60.0
2430,1,Hormavu,2,910.0,2.0,75.0
2431,0,Hormavu,2,777.4,2.0,44.8
2432,0,Hormavu,2,820.95,2.0,47.36
2433,1,Hormavu,2,659.75,2.0,39.08
2435,1,Hormavu,2,812.5,2.0,65.0
2437,1,Hormavu,2,698.75,2.0,53.7
2438,1,Hormavu,2,637.0,2.0,42.0
2439,1,Hormavu,2,698.75,2.0,53.7
2441,1,Hormavu,2,783.9,2.0,55.0
2442,1,Hormavu,2,851.5,2.0,67.0
2443,1,Hormavu,2,851.5,2.0,60.0
2444,1,Hormavu,2,663.0,2.0,45.75
2445,1,Hormavu,2,786.5,2.0,69.0
2446,1,Hosa Road,3,1073.8,3.0,85.0
2447,0,Hosa Road,3,1065.3500000000001,3.0,80.0
2448,0,Hosa Road,2,754.65,2.0,55.15
2450,0,Hosa Road,2,754.65,2.0,55.15
2451,1,Hosa Road,2,807.95,2.0,48.5
2453,0,Hosa Road,1,399.75,1.0,28.29
2454,0,Hosa Road,2,736.45,2.0,52.0
2455,1,Hosa Road,2,660.4,2.0,40.0
2456,1,Hosa Road,2,680.4,2.0,40.0
2457,0,Hosa Road,2,754.65,2.0,55.15
2458,0,Hosa Road,3,995.8000000000001,3.0,98.13
2459,0,Hosa Road,3,1092.0,3.0,101.0
2460,0,Hosa Road,3,996.45,3.0,98.18
2461,0,Hosa Road,2,676.0,2.0,68.59
2462,0,Hosa Road,2,676.0,2.0,61.0
2464,1,Hosa Road,2,809.25,2.0,62.0
2465,0,Hosa Road,1,520.0,1.0,39.99
2467,0,Hosa Road,2,886.6,2.0,64.79
2468,1,Hosa Road,2,660.4,2.0,45.0
2470,0,Hosa Road,2,884.0,2.0,77.61
2471,0,Hosa Road,2,760.5,2.0,65.0
2472,0,Hosa Road,2,754.65,2.0,55.15
2473,0,Hosa Road,3,955.5,2.0,84.22
2474,0,Hosa Road,2,754.65,2.0,48.75
2476,1,Hosa Road,2,660.4,2.0,39.95
2479,0,Hosakerehalli,2,705.25,2.0,47.74
2480,0,Hosakerehalli,3,1181.05,4.0,153.0
2481,0,Hosakerehalli,2,847.6,2.0,100.0
2483,1,Hosakerehalli,2,647.5,2.0,46.5
2485,1,Hosakerehalli,3,1037.4,3.0,79.8
2489,1,Hosakerehalli,2,647.5,2.0,46.25
2491,1,Hoskote,3,1131.0,3.0,60.0
2492,1,Hoskote,2,760.5,2.0,45.0
2493,1,Hoskote,2,711.75,2.0,33.6
2495,1,Hoskote,2,745.5,2.0,31.5
2496,1,Hoskote,2,614.25,2.0,35.0
2497,1,Hoskote,2,652.275,2.0,28.095
2498,1,Hoskote,2,745.5,2.0,33.75
2499,1,Hosur Road,2,1159.1999999999998,2.0,120.0
2500,0,Hosur Road,2,835.8,2.0,69.0
2501,0,Hosur Road,3,981.5,2.0,105.0
2503,1,Hosur Road,3,980.2,2.0,110.0
2504,1,Hosur Road,3,1113.0,2.0,125.0
2506,1,Hosur Road,2,617.5,2.0,60.0
2507,0,Hosur Road,2,776.1,2.0,71.64
2508,0,Hosur Road,3,1147.9,3.0,130.0
2509,0,Hosur Road,3,1097.8500000000001,3.0,103.0
2510,1,Hosur Road,2,812.5,2.0,55.0
2511,0,Hosur Road,3,1097.8500000000001,3.0,103.0
2513,1,Hosur Road,4,1200.0,4.0,130.0
2514,1,Hosur Road,2,812.5,2.0,65.0
2515,0,Hosur Road,3,1097.8500000000001,3.0,103.0
2516,1,Hosur Road,3,1487.8500000000001,3.0,180.0
2518,0,Hosur Road,2,794.95,2.0,93.0
2519,0,Hosur Road,3,1247.3500000000001,3.0,117.0
2520,1,Hulimavu,2,731.25,2.0,50.0
2521,1,Hulimavu,2,807.3000000000001,2.0,51.0
2524,1,Hulimavu,2,845.0,2.0,36.0
2525,1,Hulimavu,2,702.0,2.0,43.2
2526,1,Hulimavu,2,715.0,2.0,71.5
2528,1,Hulimavu,1,447.2,1.0,50.0
2529,1,Hulimavu,2,815.75,2.0,73.0
2530,1,Hulimavu,2,687.7,2.0,48.0
2531,1,Hulimavu,2,893.75,2.0,80.0
2532,1,Hulimavu,2,811.2,2.0,69.0
2533,1,Hulimavu,3,1181.7,3.0,135.0
2534,0,Hulimavu,2,796.25,2.0,55.0
2535,1,Hulimavu,2,815.75,2.0,74.0
2536,1,Hulimavu,2,822.5,2.0,45.0
2537,1,Hulimavu,2,815.75,2.0,69.0
2538,1,Hulimavu,2,815.75,2.0,66.0
2539,1,Hulimavu,2,732.5500000000001,2.0,65.0
2540,1,Hulimavu,2,780.0,2.0,50.0
2542,1,Hulimavu,2,720.0,2.0,75.0
2543,1,Hulimavu,3,929.5,2.0,90.0
2544,1,Hulimavu,2,700.0,2.0,45.0
2546,1,Hulimavu,2,657.15,2.0,38.0
2547,1,Hulimavu,2,829.4,2.0,76.0
2548,1,Hulimavu,2,900.0,2.0,90.0
2549,1,Hulimavu,2,854.75,2.0,60.48
2550,1,Hulimavu,2,663.65,2.0,76.0
2551,1,Hulimavu,1,377.65000000000003,1.0,29.0
2552,1,Hulimavu,2,607.75,2.0,45.0
2554,1,Hulimavu,1,315.0,1.0,20.0
2555,1,Hulimavu,2,800.15,2.0,84.5
2556,0,Hulimavu,3,1245.4,2.0,150.0
2557,1,Hulimavu,2,724.75,2.0,44.6
2558,1,ISRO Layout,2,767.0,2.0,52.0
2560,1,ISRO Layout,2,735.0,2.0,51.0
2562,0,Iblur Village,3,1248.0,3.0,130.0
2563,0,Iblur Village,3,1296.75,3.0,135.0
2564,1,Iblur Village,3,1246.7,3.0,129.0
2565,0,Iblur Village,3,1365.0,4.0,145.0
2566,0,Iblur Village,3,1248.0,3.0,150.0
2567,1,Iblur Village,3,1248.0,3.0,130.0
2568,0,Iblur Village,3,1248.0,3.0,150.0
2569,0,Iblur Village,3,1300.0,4.0,138.0
2570,1,Iblur Village,3,1732.9,4.0,200.0
2571,0,Iblur Village,3,1248.0,3.0,130.0
2574,1,Indira Nagar,2,780.0,2.0,93.0
2575,1,Indira Nagar,2,733.2,2.0,105.0
2577,1,Indira Nagar,3,1072.5,3.0,200.0
2578,1,Indira Nagar,2,847.0,2.0,102.0
2579,1,Indira Nagar,2,856.8,2.0,105.0
2581,1,Indira Nagar,1,350.0,1.0,70.0
2582,1,Indira Nagar,2,910.0,2.0,168.0
2584,1,Indira Nagar,2,744.25,2.0,100.0
2585,1,Indira Nagar,2,955.5,2.0,170.0
2588,1,Indira Nagar,2,819.0,2.0,100.0
2589,1,Indira Nagar,3,1218.0,3.0,191.0
2593,1,Indira Nagar,2,958.75,2.0,171.0
2595,1,Indira Nagar,1,595.0,1.0,60.0
2598,1,Indira Nagar,3,1072.5,3.0,200.0
2600,1,Indira Nagar,2,819.0,2.0,120.0
2601,1,Indira Nagar,2,746.85,2.0,130.0
2603,1,JP Nagar,2,650.0,2.0,35.0
2604,1,JP Nagar,2,715.0,2.0,70.0
2605,1,JP Nagar,2,611.0,2.0,49.0
2608,1,JP Nagar,2,754.5999999999999,2.0,45.0
2609,1,JP Nagar,1,682.5,1.0,44.0
2610,0,JP Nagar,2,879.125,2.0,93.865
2611,1,JP Nagar,2,780.0,2.0,62.0
2612,0,JP Nagar,2,845.0,2.0,90.87
2613,1,JP Nagar,3,920.4999999999999,2.0,85.4
2614,1,JP Nagar,3,1098.5,3.0,112.0
2618,1,JP Nagar,1,487.5,1.0,52.5
2619,1,JP Nagar,2,780.0,2.0,78.0
2620,1,JP Nagar,3,1202.5,2.0,110.0
2621,1,JP Nagar,2,715.0,2.0,45.0
2622,1,JP Nagar,2,778.0500000000001,2.0,47.88
2623,1,JP Nagar,3,975.0,2.0,82.0
2624,0,JP Nagar,3,1137.5,3.0,123.0
2628,1,JP Nagar,1,484.25,1.0,34.27
2630,0,JP Nagar,3,1274.0,3.0,138.0
2632,1,JP Nagar,2,812.5,2.0,60.0
2633,0,JP Nagar,2,731.25,2.0,39.98
2635,0,JP Nagar,2,845.0,2.0,91.65
2636,1,JP Nagar,2,719.5500000000001,2.0,57.0
2637,1,JP Nagar,2,812.5,2.0,93.0
2638,1,JP Nagar,3,975.0,2.0,108.0
2639,1,JP Nagar,3,1064.0,3.0,125.0
2640,0,JP Nagar,2,913.25,2.0,99.0
